id,client_id,card_brand,card_type,card_number,expires,cvv,has_chip,num_cards_issued,credit_limit,acct_open_date,year_pin_last_changed,card_on_dark_web,issuer_bank_name,issuer_bank_state,issuer_bank_type,issuer_risk_rating
3808,727,Mastercard,Deibt,5215692889951889.0,Apr-22,134,YES,1,$12451,Jul-07,2008,No,Ally Bank,MI,Online,Low
1920,727,Visa,CRED,4751378907766314.0,Apr-24,254,YES,2,$6700,Feb-20,2020,No,Capital One,VA,Online,Medium
4295,727,Mastercard,DeBiT,5252574971670597.0,Apr-18,920,YES,1,$19086,Aug-09,2011,No,Citi,NY,National,Medium
2665,727,,Credit ,4116639367344725.0,May-21,923,YES,2,$9700,Apr-10,2016,No,Citi,NY,National,Medium
5896,1150,Mastercard  ,credit,5974021114272858.0,Sep-08,886,YES,2,17.2k,Dec-07,2010,No,Capital One,VA,Online,Med
4672,1150,Mastercard,Debit,5770382684241108.0,Jun-15,832,YES,2,$29486,Sep-08,2008,No,Ally Bank,MI,Online,Low
1225,1150,Mastercard,Credit,5587070999180300.0,Apr-23,335,YES,2,$9700,Feb-10,2011,No,Truist,NC,Regional,Medium
4856,1150,Mastercard,Debit,5768399039617120.0,Jul-22,221,YES,2,20111.00,Sep-13,2013,No,Chase Bank,NY,National,Low
2551,1150,Visa  ,credit,4320443111658308.0,Oct-21,613,YES,1,limit_unknown,Apr-07,2014,No,Truist,NC,Regional,Medium
4484,332,VISA ,DEBIT,4400145099296127.0,Jul-20,57,YES,1,$29728,Aug-19,2019,No,Wells Fargo,CA,National,Medium
5816,332,Mastercard  ,Credit,5516802254742641.0,Oct-24,160,NO,1,"7,900",Dec-04,2012,No,U.S. Bank,MN,Regional,Low
1198,332,VVisa,Debit,4673279351880301.0,Jul-23,339,YES,2,$12106,Feb-09,2009,No,Wells Fargo,CA,National,Medium
253,332,,DeBiT,4680771406185126.0,Jan-13,913,YES,1,"7,452",Jan-10,2018,No,Bank of America,NC,National,Medium
1656,487,Mastercard,DeBiT,5459374115989094.0,Jul-21,582,YES,1,$28281,Feb-20,2020,No,Discover Bank,IL,Online,Low
2835,487, visa ,Credit,4217570056214863.0,Nov-13,636,YES,2,"11,400",May-02,2014,No,Ally Bank,MI,Online,low
2024,487,Mastercard, Debit ,5514653687166060.0,Aug-24,70,YES,1,"28,790",Mar-01,2009,No,Wells Fargo,California,National Bank,Medium
2007,735,VISA,Credit,4914564671433884.0,Mar-10,700,YES,1,$15700,1997-03-01,2013,No,U.S. Bk,MN,Regional,Low
5431,735, Mastercard ,Debit,5436863739232627.0,Sep-23,303,YES,1,$34075,Nov-05,2008,No,Wells Fargo,CA,National,Medium
4651,735,Visa,credit,4986982616793595.0,Apr-12,992,YES,2,$18600,Sep-07,2008,No,Capital One,VA,Online,Medium
1335,137,Amex,Credit,315776000000000.0,May-24,574,YES,2,9700.00,Feb-14,2014,No,Citi,NY,National,Medium
5442,137,,DEB,4578702900762730.0,Sep-22,433,YES,2,"13,352",Nov-05,2012,No,U.S. Bank,MN,Regional,Low
6114,137,Visa,Debit,4168082636728791.0,Mar-24,528,YES,1,$28179,Dec-15,2015,No,Ally Bank,MI,Online,Low
5897,570,Mastercard,debit,5407444040414986.0,Jan-24,334,YES,1,19132.00,Dec-07,2014,No,Bank of America,NC,National,Medium
4063,1121,,DeBiT,4948136387572248.0,Oct-19,49,YES,1,$31535,Jul-17,2017,No,Wells Fargo,CA,National,Medium
1372,1121,Mastercard,Bank Debit,5629988786276968.0,Jan-18,537,YES,1,$51951,Feb-17,2017,No,Truist,NC,Regional,Medium
5511,1121,Visa,Credit,4323924929422769.0,Sep-20,171,YES,1,$23400,Nov-07,2008,No,Wells Fargo,CA,National,Medium
5817,1121,Mastercard  ,Debit Card,5002267521388916.0,Aug-20,143,YES,2,$4130,Dec-04,2015,No,Citi,NY,national,Medium
3777,1121,Mastercard,CC,5458395445867294.0,Oct-11,347,YES,1,$11500,Jul-06,2010,No,JPMORGAN CHASE,NY,National,Low
4920,860,VISA,Credit,4642731433732483.0,Sep-20,661,YES,2,$22100,Sep-18,2018,No,Ally Bk,MI,Online,Low
5412,860,MASTERCARD,Debit,5511755355725125.0,Nov-10,644,YES,1,"34,722",Nov-04,2010,No,Bank of America,NC,National,Medium
3534,860,,Debit,4695286118783923.0,Dec-11,601,YES,1,21.9k,Jun-11,2011,No,Wells Fargo,CA,National,Medium
5782,860,Mastercard,Debit,5505577705152118.0,Jul-20,828,YES,2,$39870,Dec-02,2003,No,Truist,NC,Regional,Medium
5733,518,Visa,Credit,4464546125723807.0,Jul-21,2,YES,2,limit_unknown,Nov-17,2017,No,Truist,NC,Regional,Med
3429,1203,Mastercard,Debit (Prepaid),5640678853508823.0,Mar-23,57,YES,2,70,Jun-09,2009,No,PNC Bank,PA,Regional,Low
2302,944,Mastercard,Debit,5863955184387781.0,Mar-23,881,YES,2,66930.00,Mar-12,2012,No,Citi,New York,National,Medium
372,944,Mastercard,D,5795522328185876.0,May-20,134,YES,2,$72274,Jan-18,2018,No,Discover Bank,IL,Online Bank,Low
2828,944,,Debit,5043143066698540.0,Sep-20,288,YES,2,$130971,May-02,2010,No,JPMorgan Chase,NY,National,Low
1921,944,VISA ,DeBiT,4313972060102096.0,Nov-24,601,YES,1,$52717,Feb-20,2020,No,JPMorgan Chase,NY,National,LOW
3500,944,Visa,,4582418773157215.0,Dec-21,935,NO,1,$25500,Jun-10,2012,No,Bank of America,NC,National,Medium
5550,944,V,Debit,4081497493570328.0,Oct-17,60,YES,2,$42541,Nov-08,2012,No,Chase Bank,NY,National,Low
1657,388,Mastercard,Debit,5683216868250723.0,Apr-22,563,NO,1,"5,456",Feb-20,2020,No,Ally Bank,MI,Online,Low
5692,388,VVisa,Debit,4183750300220988.0,Apr-14,371,NO,1,$12606,Nov-13,2013,No,ally bank,MI,Online,Low
3975,741, Mastercard , Debit ,5761918360234631.0,Aug-20,174,YES,2,20174.00,Jul-11,2011,No,Wells Fargo,CA,National,Medium
6007,1737,Mastercard,Debit,5406672659038258.0,Jan-23,826,YES,1,$20090,Dec-10,2011,No,JP Morgan Chase,NY,National,Low
1096,1737,V,Debti,4840352039939042.0,Mar-21,40,YES,1,$11906,Feb-06,2009,No,Wells Fargo,ca,National,Medium
3618,1737,MASTERCARD,Debit  ,5967723936818875.0,Jan-22,556,YES,1,"27,888",Jun-17,2017,No,JP Morgan Chase,NY,National,Low
5756,1737,Mastercard,Debit,5371022252715957.0,Apr-24,192,YES,1,$24132,Dec 01 1998,2008,No,JPMorgan Chase,NY,National,Low
3319,1709,Mastercard,Debti,5109330727953243.0,Dec-23,947,YES,2,$13461,Jun-06,2010,No,U.S. Bank,MN,Regional,Low
5478,1018,Amex,Credit,302982000000000.0,Aug-09,303,NO,1,$9900,Nov-07,2009,No,PNC Bank,PA,Regional,Low
2393,1018,Mastercard,Debit ,5675018091828270.0,Nov-09,920,YES,2,$4252,04/01/1994,2019,No,Ally Bank,MI,Online,Low
3022,1018,V,CREDIT,4299407178052848.0,Dec-20,725,YES,2,$9800,May-09,2011,No,Wells Fargo,CA,National,Medium
4077,1018,Mastercard  ,Debit,5605185522594083.0,Jul-19,357,YES,2,$16732,Jul-19,2019,No, Bank of America ,NC,National,Medium
1922,1018,Visa,debit,4564887957887151.0,Jan-23,17,YES,1,ten thousand,Feb-20,2020,No,JPMorgan Chase,NY,National,Low
5970,1018,Mastercard,Debit,5565606559185997.0,May-13,576,YES,2,17804.00,Dec-09,2009,No,Capital One,VA,Online,Medium
3911,275,  VISA,  Credit,4348372675855427.0,May-23,727,YES,2,$6200,Jul-09,2010,No,Ally Bank,MI,Online,Low
63,275,Visa,,4651206649559689.0,Apr-23,125,YES,1,$30891,Jan-04,2011,No,Chase Bank,NY,National,Low
2769,275,Mastercard,DeBiT,5348564290163186.0,Jan-24,732,YES,1,$31873,Apr-17,2017,No,Citi,NY,National,Medium
3036,275,Amex,Credit,325343000000000.0,Jul-24,179,YES,2,$15600,May-10,2019,No,Citi,NY,National Bank,Medium
3893,1367,Mastercard  ,Debit (Prepaid),5008439256687405.0,Dec-22,26,YES,1,$110,Jul-09,2012,No,Capital One,VA,Online,Medium
2053,1367,  Visa,DeBiT,4422286262403261.0,May-24,81,YES,2,$17405,Mar-03,2003,No,Capital One,VA,Online,Medium
865,1367,visa,Debit (PREPAID),4249622290515029.0,Dec-22,435,YES,2,$58,Jan-20,2020,No,Capital One,VA,Online,Medium
4643,1367,Mastercard,Credit,5556924127105785.0,Oct-11,777,YES,1,$9200,Sep-07,2007,No,Chase Bank,NY,National,Low
1923,1965,  Visa,CRED,4092157051011105.5,Feb-20,223,YES,2,$11200,Feb-20,2020,No,U.S. Bank,MN,Regional Bank,Low
4917,284,Mastercard,Debit  ,5131900662646656.0,Dec-18,352,YES,1,$23206,Sep-18,2018,No,Discover Bank,IL,Online,Low
4347,284,V,Debit,4779183477104256.0,Apr-20,0,YES,2,"35,684",Aug-10,2012,No,PNC Bank,PA,Regional,Low
5726,284,Mastercard,DP,5792924047685794.0,Nov-16,384,NO,1,$76,Nov-16,2016,No,Ally Bank,MI,Online,Low
86,284,Visa,Debit ,4529536293051711.0,Jul-23,124,YES,2,error_value,Jan-05,2011,No,Ally Bank,MI,Online,Low
2931,79,MASTERCARD,Debit,5142418384827692.0,Dec-20,69,YES,2,$6588,May-07,2011,No,PNC Bank,PA,Regional,Low
2671,79,Amex,Credit,352314000000000.0,Mar-21,46,YES,2,$12200,Apr-11,2011,No,jpmorgan chase,NY,National,Low
1924,79,V,Debit,4636375740619751.0,Sep-22,747,YES,1,$23083,Feb-20,2020,No,Truist,NC,Regional,Medium
5569,79,Mastercard,Debit,5923792663677656.0,Feb-22,585,YES,1,21497.00,Nov-09,2009,No,Truist,NC,Regional,MEDIUM
3320,1515,,DPP,5823790653455975.0,Feb-21,850,YES,3,$29,Jun-06,2012,No,Bank of America,NC,National,Medium
5199,1515,Mastercard,Debit,5300232902137599.0,Jul-22,711,YES,2,$20165,Oct-10,2012,No,Truist,NC,Regional,Medium
5557,1515,DISCOVER,Credit,6237354607435107.0,May-22,959,YES,2,-16300,Nov-09,2011,No,Citi,NY,National,Medium
5558,1515,Discover,CrEdIt,6374995163580888.0,Mar-20,743,YES,1,$11100,Nov-09,2010,No,PNC Bank,PA,Regional,Low
2336,1515,Visa,Credit,4780949143263441.0,Aug-23,540,YES,2,$7700,Mar-14,2014,No,Citi,NY,National,MEDIUM
3712,1934,Mastercard,Credit,5150069202644467.0,Jan-23,263,YES,2,$6000,Jul-04,2010,No,Bank of America,NC,National,Medium
1658,9,Mastercard,Debit,5564349746173182.0,Apr-23,547,YES,1,$2049,Feb-20,2020,No,Ally Bank,MI,Online,Low
1418,9,Amex,CrEdIt,326339000000000.0,Dec-22,719,NO,1,$7600,Feb-20,2020,No,Citi,NY,National,Medium
621,9,  Mastercard,Debit,5172118224009293.0,Jan-24,934,YES,1,14670.00,Jan-20,2020,No,JPMorgan Chase,NY,National,Low
4431,1964,Mastercard,Credit Card,5124729225452111.0,Jan-17,871,YES,2,$11600,Aug-14,2014,No,Discover Bank,IL,Online,Low
2752,1964,Visa,Debit,4066451880192964.0,Apr-16,9,YES,1,$14960,Apr-15,2015,No,Discover Bank,IL,Online,Low
2508,1964,Mastercard,CrEdIt,5534545928651524.0,Sep-21,779,YES,2,$9600,Apr-06,2015,No,Discover Bk,IL,Online,Low
5898,1964,Mastercard,Debit,5316533998904069.0,Oct-20,61,YES,2,$17367,Dec-07,2007,No,JP Morgan Chase,NY,National Bank,Low
3321,982,Mastercard,  Debit,5809911164005512.0,Apr-13,820,YES,1,"21,358",Jun-06,2010,No,U.S. Bank,MN,Regional,Low
3824,982,VISA,Credit,4354830180585460.0,Sep-22,729,YES,1,$16900,Jul-07,2010,No,Capital One,VA,Online,Medium
3713,982,Mastercard  ,Credit,5974259705472551.0,Sep-22,587,YES,2,$8500,Jul-04,2009,No,Ally Bank,MI,ONLINE,Low
4699,982,Visa,DEB,4793775442106825.0,Apr-13,996,YES,1,$28431,Sep-08,2008,No,Bank of America,North Carolina,National,Medium
1148,1676,Mastercard,Debit,5571882432332667.0,Jul-20,838,YES,2,77,Feb-08,2016,No,Bank of America,NC,National,Medium
134,1676,Mastercard,D,5828285674944288.0,Aug-24,192,YES,1,$17360,Jan-07,2010,No,Ally Bank,MI,Online Bank,Low
5158,1676,Mastercard,Debit,5480672627250008.0,Sep-21,129,YES,2,$4055,Oct-09,2017,No,Ally Bank,MI,Online,Low Risk
1020,1519,Mastercard,Debit,5052440378992955.0,Sep-23,144,YES,2,$14216,Feb-03,2010,No,Citi,NY,National,Medium
2452,1519,V!sa,Debit,4009658209741631.0,Dec-23,357,NO,2,$19037,Apr-03,2011,No,PNC Bank,pa,Regional,Low
4210,1519,Mastercard,Debit,5195329982261769.0,Jan-20,148,YES,1,$16028,Aug-07,2011,No,Discover Bank,IL,Online,Low
2476,1519,  Discover,Cedit,6106487579112176.0,Aug-10,762,YES,1,14200.00,Apr-05,2011,No,Truist,NC,Regional,Medium
4626,1098,Visa,Debit,4587822219584718.0,Jul-23,49,YES,1,$12640,Sep-06,2009,No, Discover Bank ,IL,Online,Low
2253,1098,Mastercard,Debit,5547459880579017.0,Feb-20,116,YES,2,$16868,Mar-10,2010,No,U.S. Bank,MN,Regional,Low
1320,1098,Mastercard,D,5740589965857604.0,Nov-22,40,YES,1,5000000,Feb-13,2013,No,U.S. Bank,MN,Regional,Low
5179,1098,V,Crdeit,4374571351357853.0,Oct-20,674,YES,1,$10000,Oct-09,2010,No,Chase Bank,ny,National,Low
2424,554,VISA ,Debit (Prepaid),4356014925676103.0,Jul-20,139,YES,2,0.1k,Apr-01,2011,No,Bank of America,NC,National,Medium
2308,554,V!sa,Debit ,4439649579256628.0,Jan-21,327,YES,2,27376.00,Mar-12,2012,No,JPMorgan Chase,NY,NATIONAL,Low
6070,554,Mastercard,Debit,5140694561445565.0,Jul-19,960,YES,2,$32676,Dec-12,2012,No,Bank of America,NC,national,Medium
3912,554,Visa,Debit,4096589319918041.0,Apr-21,856,NO,1,$25658,Jul-09,2009,No,U.S. Bank,MN,Regional,Low
4275,554,Visa,Credit,4796299187967541.0,May-18,852,NO,2,$22800,Aug-08,2011,No,PNC Bk,PA,REGIONAL,Low
1659,596,Mastercard,Credit,5610919224995166.0,Jun-23,951,YES,2,$10700,Feb-20,2020,No,Bank of America,NC,National,Medium
2753,596,,credit,4733769586168380.0,Feb-21,556,YES,2,5.1k,Apr-15,2015,No,Truist,nc,Regional,Medium
1925,596,Visa,Credit,4520440445748141.0,Jan-22,108,NO,1,$7200,Feb-20,2020,No,Wells Fargo,CA ,National,Medium
5985,170,VISA,Debit ,4098737153492415.0,Mar-20,894,YES,1,limit_unknown,Dec-09,2011,No,Ally Bank,MI,Online,low
866,170,Visa,Debit,4711760668874166.0,Feb-20,378,YES,1,$13841,Jan-20,2020,No,Bk of America,NC,National,Medium
4841,170,Visa  ,Debit,4969924078004898.0,Dec-22,881,YES,1,$15638,Sep-12,2012,No,U.S. Bank,MN,Regional,Low
3340,170,Amex,CrEdIt,332512000000000.0,May-22,728,YES,1,$11400,Jun-07,2007,No,Chase Bank,NY,National,Low
1344,794,Mastercard, Debit ,5511781840326939.0,Sep-22,876,YES,1,"12,501",Feb-14,2014,No,Ally Bank,MI,Online,Low
4432,794,Mastercard,Debit (Prepaid),5872869557387766.0,Jan-23,582,YES,1,$71,Aug-14,2014,No,Capital One,VA,Online,Medium
3430,794,Mastercard,Debit,5794165239075456.0,Jan-11,465,YES,2,$11164,Jun-09,2010,No,CAPITAL ONE,VA,Online,Medium
4306,1697,Visa,DEBIT,4048907303086785.0,Sep-21,463,YES,2,$8365,Aug-09,2009,No,PNC Bank,PA,Regional,Low
3023,1697,Visa,,4110479205142551.0,Dec-21,951,YES,2,$17104,May-09,2010,No,Wells Fargo,CA,National,Medium
1101,1697, Amex ,CREDIT,338367000000000.0,Dec-13,279,YES,1,$2100,Feb-07,2009,No,Wells Fargo,CA,National,Medium
73,1697,Mastercard,DeBiT,5683833994969618.0,Apr-06,884,YES,1,$13634,Jan-05,2011,No,Discover Bk,IL,Online,Low
2746,1697,Mastercard  ,Debit (Prepaid),5803099724523617.0,Sep-20,930,YES,1,-63,Apr-15,2015,No,JPMorgan Chase,NY,National,Low
3295,1697,Mastercard,De bit,5868327296481310.0,Jan-23,32,YES,2,$18721,Jun-05,2009,No,Capital One,VA,Online,Medium
3268,573,Amex,Credit,350866000000000.0,Sep-23,265,YES,2,$3400,Jun-04,2008,No,JPMorgan Chase,NY,National,Low
1660,1715,Mastercard ,Debit,5729617930802602.0,Nov-21,320,NO,1,$6824,Feb-20,2020,No,Capital One,VA,Online,Medium
1926,1607, VISA ,CR,4620214760209909.0,Oct-22,406,YES,1,"20,700",Feb-20,2020,No,JPMorgan Chase,NY,National,Low
2891,1026,Visa,Credit,4683287791246500.0,May-18,517,NO,1,$6200,May-05,2013,No,Truist,NC,Regional,Medium
983,1026,Visa, Debit (Prepaid),4766664432411893.0,Apr-21,545,YES,2,$31,Feb-00,2014,No,Discover Bank,IL,Online,Low
5398,1026,Visa,Credit,4274713434654848.0,Aug-21,743,YES,1,$1000,Nov-03,2009,No,PNC Bank,PA,regional,Low
2870,1026,Visa,  Debit (Prepaid),4226159572103725.0,Oct-23,756,YES,2,$77,May-04,2007,No,U.S. Bank,MN,Regional,Low
622,1892,Mastercard,Debit (Prepaid),5119564246293765.0,Jun-23,883,YES,2,$31,Jan-20,2020,No,Discover Bank,IL,Online Bank,Low
867,1892,Visa,Debit,4913448302190851.0,Jun-20,688,YES,1,$318,Jan-20,2020,No,U.S. Bank,MN,Regional,Low
1927,402,  Visa,,4946571800021795.0,Apr-23,686,NO,1,$20709,Feb-20,2020,No,U.S. Bank,MN,Regional,Low
2536,402,Mastercard,,5332075103527991.0,Oct-22,561,YES,2,20.2k,Apr-07,2010,No, Capital One ,VA,online,Medium
2698,402,Mastercard,Debit,5299237121049630.0,Oct-23,876,YES,2,"14,749",Apr-12,2012,No,Truist,NC,Regional,Medium
970,1628,Mastercard,Debit Card,5855071426646203.0,Sep-22,238,YES,3,$9171,1999-02-01,2005,No,JPMorgan Chase,NY,National,Low
6082,1628,Amex,Credt,325451000000000.0,May-18,496,YES,2,17400.00,Dec-13,2013,No,Chase Bank,NY,National,Low
3349,553,  Mastercard,DEBIT,5821391213524439.0,Oct-23,652,NO,2,$14475,Jun-07,2009,No,Wells Fargo,CA,National,Medium
1114,1551,Mastercard,Debit,5230397441824610.0,Dec-20,954,YES,2,$15967,Feb-07,2009,No, Chase Bank ,NY,National,Low
2389,1551,VISA,Debiit,4901552848355257.0,Aug-24,325,YES,1,$12250,Mar-19,2019,No, Wells Fargo ,CA,NATIONAL,Medium
5590,1551,  VISA,Debit (Prepaid),4841863549456234.0,Apr-24,875,YES,2,$63,Nov-09,2009,No,Ally Bank,MI,Online,Low
2537,1551,Mastercard,Debit (Prepaid),5938011695949462.0,Aug-23,234,YES,2,66,Apr-07,2010,No,Discover Bank,IL,Online,Low
2988,1551,Vissa,Credit,4719385621754821.0,Sep-22,503,YES,1,$8500,May-08,2014,No,U.S. Bank,MN,Regional Bank,low
4001,1672,Mastercard,DB-PP,5784144789342929.0,Jan-24,653,NO,1,65,Jul-12,2012,No,Capital One,VA,Online,Medium
1451,1672,Discover,Credit,6839227927848570.0,Feb-20,968,YES,2,16.1k,Feb-20,2020,No,Truist,NC,Regional,Medium
623,1672,,Debit,5837070772426672.0,Dec-20,507,YES,1,3313.00,Jan-20,2020,No,Discover Bank,IL,Online,Low
868,426,Visa,CREDIT,4945782637783655.0,Jan-20,709,YES,1,10.4k,Jan-20,2020,No,Chase Bank,NY,National,Low
1661,426,Mastercard,Debit,5848871754957968.0,Jun-21,553,NO,2,$2117,Feb-20,2020,No,Discover Bk,IL,Online,Low
869,426,V!sa,DB,4808969144268435.0,Feb-20,997,YES,1,$11265,Jan-20,2020,No,Citi,NY,National Bank,Medium
624,426,,debit,5718188955977060.0,Feb-21,385,YES,3,5.6k,Jan-20,2020,No, JPMorgan Chase ,NY,NATIONAL,Low
5184,1135,Amex,Credit,376535000000000.0,Jun-22,382,YES,2,"20,800",Oct-10,2013,No,PNC Bank,PA,Regional,Low
1419,1135,Amex,Credit,335380000000000.0,Nov-20,42,YES,3,ten thousand,Feb-20,2020,No,Chase Bank,NY,National,Low
870,1135,V, Debit,4573117764811951.0,Jun-22,178,YES,1,$33028,17-05-28,2020,No,Chase Bk,NY,National,Low
6093,1135,VISA  ,Debit,4703890283144405.0,Apr-24,233,YES,1,$19830,Dec-13,2013,No,U.S. Bank,MN,Regional,Low
4037,1135,Mastercard,Debit,5663749194216135.0,Feb-19,176,YES,1,$22482,Jul-15,2015,No,Truist,NC,Regional,Medium
4977,1135,V,Credit,4018902833542405.0,Aug-23,755,YES,1,$22400,Oct-02,2010,No,Citi,NY,National,medium
3081,1135,Visa,Debit (Prepaid),4850287414377343.0,Oct-24,123,YES,1,-62,May-10,2012,No,Bank of America,NC,National,Medium
3809,1420,Mastercard,Debit,5506105334909341.0,Jan-08,72,YES,2,$27723,Jul-07,2010,No,Discover Bank,IL,Online,Low
4258,1420,Mastercard,Credit,5542832924202774.0,Mar-23,210,NO,1,$31800,Aug-08,2012,No,U.S. Bank,MN,Regional,Low
1180,1420,Mastercard, Debit ,5383684382213654.0,Mar-18,931,YES,1,$16028,Feb-09,2009,No,Ally Bank,MI,Online,Low
3676,1420,Mastercard,Debit,5085756475637529.0,Jan-21,35,YES,2,"25,411",Jul-02,2013,No,Wells Fargo,CA,National,Medium
337,1589,Vissa,Debit,4939717188461311.0,Oct-23,395,NO,1,"11,912",Jan-14,2014,No,Chase Bank,NY,National,Low
4913,1589,Mastercard,debit,5174537590358880.0,Dec-24,473,YES,2,$13064,Jul 24 2028,2017,No,Chase Bank,NY,National,Low
5306,1589,Mastercard,Debit,5693986376592853.0,Oct-16,390,YES,2,$8912,Oct-15,2015,No,Citi,NY,National,Medium
1149,1002,Mastercard,Debit  ,5609582366095384.0,Jan-20,292,YES,2,$15962,Feb-08,2013,No,JPMorgan Chase,NY,National,Low
1069,1411,VVisa,CR,4048254149559977.0,Nov-20,440,YES,1,$18200,Feb-05,2014,No,Citi,NY,National,Medium
3778,1411,Mastercard,Debit,5119838138946124.0,Aug-16,162,YES,2,$3450,Jul-06,2014,No,PNC Bank,PA,Regional,Low
4700,1411,V!sa, Debit ,4698652103391033.0,May-21,88,YES,1,$3450,Sep-08,2016,No,Ally Bk,MI,Online,Low
5761,1411,Mastercard,Debit,5631140574725941.0,Nov-23,370,YES,1,$39598,Dec-99,2006,No,Capital One,VA,Online,Medium
1368,1654,Mastercard,Debit,5041427711902777.0,Jan-22,748,YES,1,$36502,Feb-16,2016,No,PNC Bk,PA,Regional,Low
2915,1654,VISA,Credit,4757921989009514.0,Oct-23,921,YES,1,$14900,May-06,2014,No,Ally Bank,MI,Online,Low
5257,1654,Mastercard,Credit,5871669086673415.0,Sep-20,698,YES,1,$11800,Oct-12,2012,No,Wells Fargo,CA,National,Medium
1200,1654,  Amex,Credit Card,333081000000000.0,Jun-24,480,YES,1,-14000,Feb-10,2012,No,Wells Fargo,CA,National,Medium
4276,1654,  VISA,Credit,4897401691817585.0,May-22,951,YES,2,$16000,Aug-08,2009,No,Truist,NC,Regional,Medium
2189,1330, Mastercard ,Deibt,5075163198448769.0,Oct-22,30,YES,2,32.6k,Mar-08,2008,No,PNC Bank,PA,Regional,Low
6045,1330,Mastercard,Debit,5471442279898272.0,Feb-21,537,NO,1,$21820,Dec-11,2011,No, Bank of America ,NC,National,Medium
4579,1330,  Mastercard,DEB,5728056480439167.0,Jun-24,992,YES,2,$14448,Sep-05,2011,No,Citi,NY,National,Medium
5123,790,Mastercard,Debit,5112985372677713.0,Aug-22,62,YES,2,$19038,Oct-08,2010,No,Citi,NY,National,Medium
3350,790,Mastercard,Debit,5422967140573110.0,Mar-12,803,YES,1,$23632,Jun-07,2009,No,PNC Bank,PA,Regional,Low
3275,552,unknown,Debit,5115906061769120.0,Dec-22,219,YES,2,-18627,Jun-04,2010,No,Truist,NC,Regional,Medium
3641,139,  Mastercard,Debit (Prepaid),5027092702312429.0,Aug-21,52,YES,1,$86,Jun-19,2019,No,Citi,NY,National,Medium
5705,139,,Debit,4940574343090024.0,Dec-14,702,YES,1,$18944,Nov-14,2014,No,JPMorgan Chase,NY,National,Low
87,139,VISA,Debit,4276460060200385.5,Aug-22,264,YES,1,$20962,Jan-05,2011,No,Discover Bank,IL,Online,Low
3276,139, MasterCard  ,Prepaid,5271307942784936.0,Feb-16,888,YES,1,$86,Jun-04,2006,No,ALLY BANK,MI,Online,Low
6104,1280,,Credit  ,360425000000000.0,Oct-21,352,NO,2,$6000,Dec-15,2015,No, Truist ,NC,Regional,Medium
3604,883,Amex,credit,364279000000000.0,Feb-20,191,YES,1,$12500,Jun-16,2016,No,U.S. Bank,MN,Regional,Low
5302,359,Amex,credit,364647000000000.0,Apr-20,223,YES,1,$17200,Oct-15,2015,No,Chase Bank,NY,National,Low
2331,359,Mastercard,Debit,5012576433104478.0,Jan-15,411,YES,1,$31163,Mar-14,2014,No,JPMorgan Chase,NY,National,Low
3567,359, Mastercard ,Debit (PREPAID),5317204750431758.0,May-24,412,YES,1,$59,Jun-13,2013,No,Ally Bank,MI,Online,Low
2489,359,Mastercard,Credit,5757079020713035.0,Jun-24,544,NO,1,$13500,Apr-05,2009,No,Citi,NY,National,Medium
3024,1921,Vissa,Credit,4297525095541797.0,May-22,49,YES,2,$8900,May-09,2010,No,Ally Bank,MI,Online,Low
3810,1921,Mastercard  ,CC,5454401798231056.0,Dec-24,360,YES,1,$2900,Jul-07,2012,No,Capital One,VA,Online,Medium
1181,1921,Mastercard,debit (prepaid),5403639313421706.0,Apr-20,283,YES,2,89,Feb-09,2009,No,Bank of America,NC,National,Medium
5137,651,Visa,Credit,4578235631297148.0,Sep-23,285,YES,2,$5200,Oct-08,2009,No,Citi,NY,National,Medium
5570,557,MASTERCARD,Debit,5755010791716629.0,Apr-22,497,YES,2,$6090,Nov-09,2011,No,Discover Bank,IL,Online,Low
338,1071,,DeBiT,4177638630189991.0,Nov-20,393,YES,1,31072.00,Jan-14,2014,No,Capital One,VA ,Online,Medium
1420,1071,Amex,Credit,326436000000000.0,Jun-23,879,YES,2,$11200,Feb-20,2020,No,Wells Fargo,CA,National,Medium
1662,1071,Mastercard,Debit (Prepaid),5799877051065572.0,Feb-20,466,YES,1,$38,Feb-20,2020,No, Truist ,NC,Regional,Medium
74,1175,Mastercard,Debit,5479439443272548.0,Nov-10,248,YES,2,$10670,Jan-05,2009,No,Bank of America,NC,National,Medium
5067,1175,Visa,,4503231152263501.0,Feb-24,728,YES,2,$5900,Oct-06,2014,No,Truist,NC,Regional,Medium
4904,1175,Amex ,credit,354026000000000.0,Sep-17,67,YES,2,5000000,Sep-17,2017,No,Capital One,VA,Online,Medium
5341,1175,Mastercard,Debit (Prepaid),5117972120762088.0,May-22,969,YES,1,$95,Oct-19,2019,No,PNC Bank,PA,Regional,Low
2132,1175, Visa,Credit,4909834750137607.0,Apr-23,264,NO,1,$5100,Mar-06,2006,No,Discover Bank,IL,Online,Low
4627,1175,Visa,Debit,4708121064103290.0,Dec-20,26,YES,1,$1753,Sep-06,2012,No,JPMorgan Chase,NY,National,Low
116,1175,Visa,Bank Debit,4887547650218596.0,Mar-24,281,YES,2,8427.00,01-07-28,2014,No,Citi,NY,National,Medium
5914,1936,  Visa, Debit,4653215018449189.0,Sep-14,624,YES,1,$27006,Dec-07,2007,No,Bank of America,NC,National,Medium
